observaciones,pozos
14,REMOLINO-1948--
14,REMOLINO-1984--
14,REMOLINO-1989--
14,REMOLINO-2589--
14,REMOLINO-2788--
14,REMOLINO-2912--
14,REMOLINO-2921--
14,REMOLINO-2972--
11,REMOLINO-2989--
14,REMOLINO-3478--
14,REMOLINO-3905--
14,REMOLINO-3911--
14,REMOLINO-3915--
14,REMOLINO-3935--
13,REMOLINO-3952--
14,REMOLINO-3958--
14,REMOLINO-3965--
14,REMOLINO-3978--
14,REMOLINO-3992--
13,REMOLINO-3999--
4,REMOLINO-4010--
13,REMOLINO-4014--
1,REMOLINO-4016--
14,REMOLINO-4018--
14,REMOLINO-4030--
13,REMOLINO-4032--
14,REMOLINO-4034--
13,REMOLINO-4036--
13,REMOLINO-4038--
1,REMOLINO-4040--
14,REMOLINO-4053--
1,REMOLINO-4054--
14,REMOLINO-4056--
14,REMOLINO-4058--
13,REMOLINO-4070--
13,REMOLINO-4071--
13,REMOLINO-4072--
13,REMOLINO-4073--
13,REMOLINO-4074--
1,REMOLINO-4076--
14,REMOLINO-4077--
13,REMOLINO-4078--
14,REMOLINO-4079--
13,REMOLINO-4092--
13,REMOLINO-4096--
13,REMOLINO-4097--
14,REMOLINO-4098--
14,REMOLINO-4099--
7,REMOLINO-4118--
13,REMOLINO-4155--
14,REMOLINO-4298--
14,REMOLINO-4303--
14,REMOLINO-4313--
14,REMOLINO-4321--
13,REMOLINO-4341--
14,REMOLINO-4403--
14,REMOLINO-4412--
13,REMOLINO-4413--
10,REMOLINO-4426--
1,REMOLINO-4431--
14,REMOLINO-5--
14,REMOLINO-66--
14,REMOLINO-6915--
14,REMOLINO-74--
14,REMOLINO-78--
13,REMOLINO-917--
14,REMOLINO-919--
14,REMOLINO-931--
14,RENO-25--
14,RENO-27--
14,RENO-65--
13,REYNOSA-150--
14,REYNOSA-150D-
13,REYNOSA-43D-
14,REYNOSA-653--
14,REYNOSA-694--
14,RIACHUELO-1--
12,RIACHUELO-17--
14,RIACHUELO-25--
14,RIACHUELO-27--
13,RIACHUELO-28--
11,RIACHUELO-30--
12,RIACHUELO-5--
7,RICOS-1--
7,RICOS-1001--
7,RICOS-17--
7,RICOS-2--
7,RICOS-3--
7,RICOS-6--
7,RICOS-8--
1,RINCON PACHECO-101--
14,RINCON PACHECO-2--
14,RIO BRAVO-101--
14,RIO NUEVO-1--
14,RIO NUEVO-1051--
12,RODADOR-197--
1,RODADOR-298--
13,RODADOR-501--
13,RODADOR-501D-
14,RODADOR-503--
14,RODADOR-505--
8,RODADOR-507--
1,RODADOR-509--
12,RODADOR-511--
14,RODADOR-518--
13,RODADOR-519--
14,RODADOR-520D-
13,RODADOR-601--
14,RODADOR-602--
13,RODADOR-605D-
14,RODADOR-606--
14,RODADOR-608--
14,RODADOR-608D-
13,RODADOR-609--
14,RODADOR-609D-
13,RODADOR-643--
14,RODADOR-701--
14,RODADOR-702--
5,RODADOR-702D-
14,RODADOR-703--
12,RODADOR-704--
14,RODADOR-704D-
14,RODADOR-705--
14,RODADOR-705D-
13,RODADOR-706--
14,RODADOR-707--
13,RODADOR-708--
5,RODADOR-709--
13,RODADOR-710--
13,RODADOR-711--
14,RODADOR-712--
14,RODADOR-713--
13,RODADOR-714--
1,RODADOR-715--
1,RODADOR-85--
14,RODADOR-85D-
14,ROSAL-1--
14,ROSAL-10--
14,ROSAL-11--
14,ROSAL-2--
14,ROSAL-4--
14,ROSAL-5--
14,ROSAL-6--
14,ROSAL-7--
14,ROSAL-9--
14,RUSCO-10--
14,RUSCO-101--
14,RUSCO-12--
14,RUSCO-15--
14,RUSCO-16--
14,RUSCO-17--
14,RUSCO-19--
14,RUSCO-2--
14,RUSCO-20--
14,RUSCO-21--
14,RUSCO-22--
13,RUSCO-23--
14,RUSCO-3--
14,RUSCO-36--
14,RUSCO-4--
14,S. MAGALLANES-1009--
14,S. MAGALLANES-1029--
14,S. MAGALLANES-1039--
13,S. MAGALLANES-1047--
12,S. MAGALLANES-1049--
14,S. MAGALLANES-1401--
14,S. MAGALLANES-1402--
14,S. MAGALLANES-1408--
1,S. MAGALLANES-141-A
14,S. MAGALLANES-1414--
14,S. MAGALLANES-1418--
1,S. MAGALLANES-141T-
14,S. MAGALLANES-1421--
14,S. MAGALLANES-1422--
9,S. MAGALLANES-143--
13,S. MAGALLANES-1432--
14,S. MAGALLANES-1434--
14,S. MAGALLANES-1454--
13,S. MAGALLANES-1458--
13,S. MAGALLANES-163D-
13,S. MAGALLANES-164--
13,S. MAGALLANES-172--
14,S. MAGALLANES-172T-
13,S. MAGALLANES-173D-
13,S. MAGALLANES-175--
14,S. MAGALLANES-1908--
3,S. MAGALLANES-1909--
14,S. MAGALLANES-1912--
14,S. MAGALLANES-1913--
14,S. MAGALLANES-1916--
14,S. MAGALLANES-192--
14,S. MAGALLANES-1934--
13,S. MAGALLANES-1939--
14,S. MAGALLANES-2000--
12,S. MAGALLANES-2002--
12,S. MAGALLANES-2003--
13,S. MAGALLANES-2005--
13,S. MAGALLANES-2006--
14,S. MAGALLANES-2008--
12,S. MAGALLANES-2009--
14,S. MAGALLANES-201--
3,S. MAGALLANES-2010--
12,S. MAGALLANES-2011--
14,S. MAGALLANES-2014--
14,S. MAGALLANES-2015--
3,S. MAGALLANES-2016--
13,S. MAGALLANES-2017--
13,S. MAGALLANES-2018--
2,S. MAGALLANES-2019--
14,S. MAGALLANES-2026--
14,S. MAGALLANES-2027--
14,S. MAGALLANES-2028--
9,S. MAGALLANES-2032--
1,S. MAGALLANES-215QA
13,S. MAGALLANES-216T-
14,S. MAGALLANES-239--
13,S. MAGALLANES-253D-
14,S. MAGALLANES-254--
13,S. MAGALLANES-273--
1,S. MAGALLANES-279--
13,S. MAGALLANES-282D-
14,S. MAGALLANES-329--
14,S. MAGALLANES-906--
14,S. MAGALLANES-921--
14,S. MAGALLANES-924--
13,S. MAGALLANES-926--
14,S. MAGALLANES-928--
14,S. MAGALLANES-931--
3,S. MAGALLANES-948--
14,S. MAGALLANES-951--
14,SALINAS-13--
14,SALINAS-15--
14,SALINAS-4--
14,SALINAS-49--
14,SALINAS-50--
14,SALINAS-53--
14,SALINAS-54--
5,SALINAS-56--
14,SALINAS-62--
14,SALINAS-88--
14,SALINAS-90--
9,SALINAS-9D-
14,SAMARIA T.-14--
13,SAMARIA T.-15--
6,SAMARIA T.-20--
1,SAMARIA T.-3--
14,SAMARIA T.-34--
1,SAMARIA T.-35--
14,SAMARIA T.-801--
13,SAMARIA T.-802--
14,SAMARIA T.-803--
14,SAMARIA T.-804--
14,SAMARIA T.-805--
14,SAMARIA T.-806--
14,SAMARIA T.-808--
14,SAMARIA T.-810D-
14,SAMARIA T.-812--
12,SAMARIA T.-813--
14,SAMARIA T.-814--
14,SAMARIA T.-815--
13,SAMARIA T.-816--
9,SAMARIA T.-818--
13,SAMARIA T.-821--
14,SAMARIA T.-823--
13,SAMARIA T.-824--
1,SAMARIA T.-825--
5,SAMARIA T.-827--
14,SAMARIA T.-828--
11,SAMARIA T.-830--
14,SAMARIA T.-831--
14,SAMARIA T.-832--
14,SAMARIA T.-834--
12,SAMARIA T.-835--
1,SAMARIA T.-836--
5,SAMARIA T.-839--
3,SAMARIA T.-840--
14,SAMARIA T.-841--
14,SAMARIA T.-844--
14,SAMARIA T.-845--
1,SAMARIA T.-846--
14,SAMARIA T.-847--
3,SAMARIA T.-852--
14,SAMARIA T.-853--
1,SAMARIA T.-856--
9,SAMARIA T.-857--
3,SAMARIA T.-859--
14,SAMARIA T.-860--
6,SAMARIA T.-865--
14,SAMARIA T.-868--
13,SAMARIA T.-870--
14,SAMARIA T.-871--
14,SAMARIA T.-873--
14,SAMARIA T.-874--
1,SAMARIA T.-876--
14,SAMARIA T.-877--
5,SAMARIA T.-878--
1,SAMARIA T.-887--
13,SAMARIA T.-889--
14,SAMARIA T.-890--
14,SAMARIA T.-892--
14,SAMARIA T.-894--
8,SAMARIA T.-895--
14,SAMARIA T.-896--
14,SAMARIA T.-897--
7,SAMARIA T.-899--
14,SAMARIA T.-901--
3,SAMARIA T.-905--
14,SAMARIA T.-906--
14,SAMARIA T.-907--
14,SAMARIA T.-908--
14,SAMARIA T.-913H-
14,SAMARIA T.-915H-
14,SAMARIA T.-916--
14,SAMARIA T.-917H-
13,SAMARIA T.-922--
5,SAMARIA T.-948--
14,SAMARIA-102-A
14,SAMARIA-105-A
14,SAMARIA-1087--
13,SAMARIA-1103--
1,SAMARIA-1109--
13,SAMARIA-1128--
14,SAMARIA-1129--
14,SAMARIA-117--
1,SAMARIA-1173--
14,SAMARIA-1175--
14,SAMARIA-1187--
14,SAMARIA-1196--
13,SAMARIA-1197--
14,SAMARIA-1198--
14,SAMARIA-1199--
14,SAMARIA-121-A
13,SAMARIA-162-B
14,SAMARIA-2129--
14,SAMARIA-2185--
13,SAMARIA-2199--
14,SAMARIA-5084--
14,SAMARIA-5104--
14,SAMARIA-5111--
14,SAMARIA-5112--
14,SAMARIA-5199--
13,SAMARIA-600--
14,SAMARIA-601--
3,SAMARIA-602--
3,SAMARIA-603--
12,SAMARIA-604--
14,SAMARIA-605--
3,SAMARIA-606--
14,SAMARIA-607--
1,SAMARIA-6075--
14,SAMARIA-608--
14,SAMARIA-6084--
14,SAMARIA-609--
1,SAMARIA-6091--
14,SAMARIA-6092H-
14,SAMARIA-6093--
13,SAMARIA-610--
1,SAMARIA-6102--
14,SAMARIA-611--
14,SAMARIA-6111--
14,SAMARIA-6115--
14,SAMARIA-612--
14,SAMARIA-613--
14,SAMARIA-614--
14,SAMARIA-615--
14,SAMARIA-617--
14,SAMARIA-618--
1,SAMARIA-619--
5,SAMARIA-62-A
13,SAMARIA-621--
14,SAMARIA-622--
13,SAMARIA-623--
14,SAMARIA-624--
13,SAMARIA-625--
13,SAMARIA-626--
13,SAMARIA-627--
3,SAMARIA-628--
14,SAMARIA-629--
14,SAMARIA-630--
14,SAMARIA-631--
3,SAMARIA-632--
14,SAMARIA-633--
14,SAMARIA-634--
13,SAMARIA-635--
13,SAMARIA-638--
14,SAMARIA-639--
1,SAMARIA-640--
14,SAMARIA-641--
14,SAMARIA-642--
13,SAMARIA-643--
14,SAMARIA-645--
13,SAMARIA-646--
1,SAMARIA-648--
14,SAMARIA-650--
14,SAMARIA-651--
14,SAMARIA-652--
14,SAMARIA-653--
14,SAMARIA-654--
14,SAMARIA-655--
13,SAMARIA-656--
13,SAMARIA-657--
3,SAMARIA-659--
14,SAMARIA-661--
14,SAMARIA-662--
14,SAMARIA-663--
13,SAMARIA-664--
11,SAMARIA-667--
14,SAMARIA-673--
14,SAMARIA-674--
14,SAMARIA-679--
14,SAMARIA-686--
14,SAMARIA-687--
14,SAMARIA-688--
14,SAMARIA-689--
14,SAMARIA-7011--
14,SAMARIA-7013H-
13,SAMARIA-702--
2,SAMARIA-703--
1,SAMARIA-704--
13,SAMARIA-707--
3,SAMARIA-7076--
13,SAMARIA-7084--
14,SAMARIA-7085--
14,SAMARIA-709--
13,SAMARIA-7092--
12,SAMARIA-71--
14,SAMARIA-710--
14,SAMARIA-7107--
14,SAMARIA-711--
14,SAMARIA-7111--
13,SAMARIA-7114H-
13,SAMARIA-7117--
13,SAMARIA-712--
14,SAMARIA-7121--
14,SAMARIA-7122--
13,SAMARIA-7128--
14,SAMARIA-714--
14,SAMARIA-715--
7,SAMARIA-717--
14,SAMARIA-7192--
14,SAMARIA-721--
14,SAMARIA-73-A
13,SAMARIA-75--
14,SAMARIA-76-B
13,SAMARIA-819--
5,SAMARIA-822--
13,SAMARIA-848--
6,SAMARIA-850--
14,SAMARIA-851--
10,SAMARIA-858--
2,SAMARIA-861--
13,SAMARIA-864--
13,SAMARIA-866--
14,SAMARIA-867--
13,SAMARIA-869--
13,SAMARIA-872--
1,SAMARIA-875--
14,SAMARIA-880--
14,SAMARIA-881--
3,SAMARIA-882--
1,SAMARIA-883--
14,SAMARIA-884--
1,SAMARIA-885--
7,SAMARIA-886--
14,SAMARIA-888--
14,SAMARIA-891--
13,SAMARIA-893--
14,SAMARIA-898--
14,SAMARIA-91-A
14,SAMARIA-910--
1,SAMARIA-911--
14,SAMARIA-912--
14,SAMARIA-913--
14,SAMARIA-914--
12,SAMARIA-917--
14,SAMARIA-918--
14,SAMARIA-9181--
3,SAMARIA-919--
1,SAMARIA-920--
14,SAMARIA-921--
14,SAMARIA-923--
13,SAMARIA-924--
14,SAMARIA-926--
13,SAMARIA-927--
13,SAMARIA-928--
13,SAMARIA-930--
14,SAMARIA-931--
13,SAMARIA-932--
14,SAMARIA-933--
14,SAMARIA-934--
14,SAMARIA-936--
13,SAMARIA-938--
14,SAMARIA-939--
12,SAMARIA-940--
1,SAMARIA-942--
14,SAMARIA-943--
14,SAMARIA-944--
14,SAMARIA-946--
14,SAMARIA-947--
14,SAMARIA-949--
14,SAMARIA-95--
14,SAMARIA-951--
14,SAMARIA-952--
13,SAMARIA-953--
14,SAMARIA-954--
14,SAMARIA-955--
13,SAMARIA-957--
13,SAMARIA-958--
13,SAMARIA-959--
9,SAMARIA-96-A
13,SAMARIA-962--
14,SAMARIA-963--
1,SAMARIA-964--
13,SAMARIA-965--
12,SAMARIA-966--
14,SAMARIA-967--
3,SAMARIA-968--
14,SAMARIA-969--
14,SAMARIA-970--
13,SAMARIA-971--
3,SAMARIA-972--
14,SAMARIA-973--
5,SAMARIA-974--
14,SAMARIA-976--
13,SAMARIA-977--
14,SAMARIA-979--
14,SAMARIA-980--
14,SAMARIA-981--
14,SAMARIA-982--
14,SAMARIA-983--
3,SAMARIA-984--
14,SAMARIA-985--
14,SAMARIA-986--
4,SAMARIA-987--
7,SAMARIA-988--
13,SAMARIA-99--
14,SAMARIA-990--
3,SAMARIA-991--
14,SAMARIA-992--
14,SAMARIA-993--
1,SAMARIA-994--
1,SAMARIA-995--
14,SAMARIA-996--
14,SAMARIA-997--
13,SAMARIA-998--
14,SAN ANDRES-102--
14,SAN ANDRES-105--
10,SAN ANDRES-117--
13,SAN ANDRES-123--
14,SAN ANDRES-124--
14,SAN ANDRES-127--
14,SAN ANDRES-13--
14,SAN ANDRES-141--
14,SAN ANDRES-142--
14,SAN ANDRES-143--
14,SAN ANDRES-143D-
14,SAN ANDRES-151--
12,SAN ANDRES-152--
14,SAN ANDRES-153--
14,SAN ANDRES-155--
14,SAN ANDRES-155D-
14,SAN ANDRES-157D-
14,SAN ANDRES-178--
14,SAN ANDRES-185--
14,SAN ANDRES-188--
14,SAN ANDRES-196--
14,SAN ANDRES-199--
14,SAN ANDRES-200--
14,SAN ANDRES-211--
14,SAN ANDRES-231--
1,SAN ANDRES-237--
1,SAN ANDRES-239--
14,SAN ANDRES-24--
14,SAN ANDRES-251--
14,SAN ANDRES-252-A
14,SAN ANDRES-259--
14,SAN ANDRES-260--
14,SAN ANDRES-261--
13,SAN ANDRES-267--
14,SAN ANDRES-27--
14,SAN ANDRES-270--
14,SAN ANDRES-276--
14,SAN ANDRES-279--
14,SAN ANDRES-281-A
14,SAN ANDRES-284--
14,SAN ANDRES-285--
14,SAN ANDRES-286--
14,SAN ANDRES-288--
14,SAN ANDRES-292--
14,SAN ANDRES-295--
14,SAN ANDRES-297--
14,SAN ANDRES-3--
14,SAN ANDRES-304--
14,SAN ANDRES-308--
14,SAN ANDRES-310--
14,SAN ANDRES-317--
14,SAN ANDRES-33--
14,SAN ANDRES-333--
14,SAN ANDRES-339--
14,SAN ANDRES-342--
14,SAN ANDRES-343--
14,SAN ANDRES-345--
14,SAN ANDRES-346--
14,SAN ANDRES-348--
14,SAN ANDRES-349--
14,SAN ANDRES-351--
14,SAN ANDRES-353--
14,SAN ANDRES-354--
14,SAN ANDRES-358--
14,SAN ANDRES-370--
14,SAN ANDRES-380--
14,SAN ANDRES-381--
14,SAN ANDRES-4269--
14,SAN ANDRES-4271--
14,SAN ANDRES-44--
14,SAN ANDRES-46--
14,SAN ANDRES-49--
1,SAN ANDRES-5041--
14,SAN ANDRES-5044--
14,SAN ANDRES-5069--
14,SAN ANDRES-57--
14,SAN ANDRES-58--
14,SAN ANDRES-6--
13,SAN ANDRES-66--
14,SAN ANDRES-7--
14,SAN ANDRES-73--
14,SAN ANDRES-74--
13,SAN ANDRES-75--
3,SAN ANDRES-77--
14,SAN ANDRES-78--
14,SAN ANDRES-81--
3,SAN ANDRES-82--
14,SAN ANDRES-87--
14,SAN ANDRES-90--
14,SAN ANDRES-91--
14,SAN ANDRES-95--
7,SAN BERNARDO-1--
7,SAN BERNARDO-102--
7,SAN BERNARDO-103--
7,SAN BERNARDO-110--
7,SAN BERNARDO-201--
7,SAN BERNARDO-202--
7,SAN BERNARDO-203--
7,SAN BERNARDO-204--
7,SAN BERNARDO-205--
7,SAN BERNARDO-206--
7,SAN BERNARDO-207--
7,SAN BERNARDO-208--
7,SAN BERNARDO-21--
6,SAN BERNARDO-210--
7,SAN BERNARDO-211--
7,SAN BERNARDO-212--
7,SAN BERNARDO-220--
14,SAN DIEGO CHICON-1302--
8,SAN DIEGO CHICON-17--
8,SAN DIEGO CHICON-2--
14,SAN DIEGO CHICON-20--
13,SAN DIEGO CHICON-221--
14,SAN DIEGO CHICON-23--
1,SAN NICOLAS-1-A
14,SAN PABLO-101--
14,SAN PABLO-4--
14,SAN RAMON-1601-A
12,SAN RAMON-1602--
8,SAN RAMON-1603--
13,SAN RAMON-1612--
1,SAN RAMON-1613--
1,SAN RAMON-1614--
14,SAN RAMON-1615--
13,SAN RAMON-1617--
14,SAN RAMON-1618--
14,SAN RAMON-1619--
14,SAN RAMON-1620--
14,SAN RAMON-1621--
14,SAN RAMON-1622--
14,SAN RAMON-1623--
7,SAN RAMON-21--
1,SAN RAMON-27--
1,SAN RAMON-40--
13,SAN RAMON-43--
14,SAN RAMON-500--
14,SAN RAMON-500D-
13,SAN RAMON-501--
14,SAN RAMON-502--
14,SAN RAMON-503D-
13,SAN RAMON-504--
14,SAN RAMON-504D-
14,SAN RAMON-505--
14,SAN RAMON-505D-
14,SAN RAMON-506--
13,SAN RAMON-507--
14,SAN RAMON-508--
13,SAN RAMON-511--
14,SAN RAMON-511D-
14,SAN RAMON-512--
3,SAN RAMON-513--
13,SAN RAMON-513D-
13,SAN RAMON-514--
13,SAN RAMON-514D-
14,SAN RAMON-515--
14,SAN RAMON-515D-
13,SAN RAMON-516--
14,SAN RAMON-517--
13,SAN RAMON-519--
13,SAN RAMON-520--
14,SAN RAMON-521--
14,SAN RAMON-525--
1,SAN RAMON-526--
14,SAN RAMON-527--
11,SAN RAMON-528--
14,SAN RAMON-530--
14,SAN RAMON-531--
13,SAN RAMON-532--
14,SAN RAMON-533--
1,SAN RAMON-534--
5,SAN RAMON-536--
14,SAN RAMON-537--
14,SAN RAMON-537D-
14,SAN RAMON-538--
13,SAN RAMON-539--
14,SAN RAMON-540--
14,SAN RAMON-540D-
14,SAN RAMON-541--
14,SAN RAMON-541D-
8,SAN RAMON-542--
14,SAN RAMON-544--
14,SAN RAMON-545--
14,SAN RAMON-546--
14,SAN RAMON-547--
14,SAN RAMON-548--
1,SAN RAMON-549--
14,SAN RAMON-550--
1,SAN RAMON-551--
13,SAN RAMON-552--
14,SAN RAMON-553--
14,SAN RAMON-554--
14,SAN RAMON-555--
14,SANTA AGUEDA-10--
14,SANTA AGUEDA-11--
14,SANTA AGUEDA-17--
13,SANTA AGUEDA-18--
1,SANTA AGUEDA-19--
14,SANTA AGUEDA-202--
14,SANTA AGUEDA-203--
1,SANTA AGUEDA-21--
14,SANTA AGUEDA-27--
1,SANTA AGUEDA-28--
14,SANTA AGUEDA-29--
14,SANTA AGUEDA-31--
14,SANTA AGUEDA-34--
13,SANTA AGUEDA-36--
13,SANTA AGUEDA-37--
14,SANTA AGUEDA-4--
14,SANTA AGUEDA-42--
13,SANTA AGUEDA-44--
14,SANTA AGUEDA-47--
13,SANTA AGUEDA-48--
14,SANTA AGUEDA-49--
14,SANTA AGUEDA-53--
14,SANTA AGUEDA-56--
1,SANTA AGUEDA-58--
14,SANTA AGUEDA-63--
14,SANTA AGUEDA-65--
13,SANTA AGUEDA-66--
14,SANTA AGUEDA-68--
14,SANTA AGUEDA-9--
14,SANTANDER-1--
13,SANTIAGO-3--
3,SANTIAGO-4--
13,SANTIAGO-8--
13,SANTIAGO-9--
13,SANTUARIO-120--
14,SANTUARIO-121--
8,SANTUARIO-122--
1,SANTUARIO-123--
14,SANTUARIO-124--
14,SANTUARIO-125--
13,SANTUARIO-126--
13,SANTUARIO-127--
14,SANTUARIO-128--
14,SANTUARIO-128D-
14,SANTUARIO-129--
14,SANTUARIO-129D-
14,SANTUARIO-130--
14,SANTUARIO-131--
14,SANTUARIO-132--
13,SANTUARIO-133--
14,SANTUARIO-136--
12,SANTUARIO-137--
14,SANTUARIO-138--
14,SANTUARIO-139--
13,SANTUARIO-13D-
14,SANTUARIO-14D-
14,SANTUARIO-16D-
1,SANTUARIO-17T-
14,SANTUARIO-18--
14,SANTUARIO-208--
14,SANTUARIO-28--
8,SANTUARIO-28-D
14,SANTUARIO-28H-
14,SANTUARIO-30--
14,SANTUARIO-304--
12,SANTUARIO-305--
14,SANTUARIO-31D-
14,SANTUARIO-31T-
14,SANTUARIO-34--
14,SANTUARIO-34T-
14,SANTUARIO-35T-
12,SANTUARIO-3D-
14,SANTUARIO-401--
14,SANTUARIO-402--
14,SANTUARIO-403--
14,SEN-11--
13,SEN-111--
14,SEN-118--
14,SEN-13--
13,SEN-138--
1,SEN-201--
14,SEN-212--
14,SEN-213--
14,SEN-3--
1,SEN-301--
14,SEN-51--
14,SEN-63--
14,SEN-73--
14,SEN-97--
14,SEN-99--
14,SHISHITO-11--
14,SHISHITO-12--
3,SHISHITO-14--
14,SHISHITO-15--
14,SHISHITO-16--
3,SHISHITO-17--
14,SHISHITO-2--
14,SHISHITO-41--
12,SHISHITO-45--
13,SHISHITO-5--
14,SHISHITO-6--
14,SHISHITO-7--
5,SHISHITO-8--
14,SHISHITO-91--
14,SIGMA-1-A
14,SIGMA-10--
14,SIGMA-11--
14,SIGMA-12--
14,SIGMA-13--
14,SIGMA-14--
14,SIGMA-16--
14,SIGMA-18--
14,SIGMA-19--
1,SIGMA-2--
13,SIGMA-23--
1,SIGMA-25--
2,SIGMA-26--
14,SIGMA-28--
14,SIGMA-30--
13,SIGMA-31--
14,SIGMA-32--
12,SIGMA-36--
14,SIGMA-38--
14,SIGMA-4--
1,SIGMA-40--
14,SIGMA-41--
14,SIGMA-49--
14,SIGMA-5--
1,SIGMA-56--
14,SIGMA-58--
14,SIGMA-59--
14,SIGMA-6--
1,SIGMA-60--
1,SIGMA-61--
14,SIGMA-62--
1,SIGMA-63--
13,SIGMA-64--
14,SIGMA-65--
14,SIGMA-66--
1,SIGMA-67--
14,SIGMA-68--
1,SIGMA-74--
14,SIHIL-1--
14,SIHIL-10--
14,SIHIL-108--
1,SIHIL-11--
14,SIHIL-118--
12,SIHIL-12--
14,SIHIL-128--
14,SIHIL-13--
14,SIHIL-136--
12,SIHIL-14--
14,SIHIL-148--
2,SIHIL-15--
1,SIHIL-158--
14,SIHIL-16--
14,SIHIL-18--
1,SIHIL-2--
12,SIHIL-21--
14,SIHIL-2135--
14,SIHIL-2177--
1,SIHIL-22--
14,SIHIL-24--
14,SIHIL-25--
2,SIHIL-28--
5,SIHIL-29--
14,SIHIL-3--
13,SIHIL-3068--
14,SIHIL-4--
14,SIHIL-5--
14,SIHIL-7--
14,SIHIL-8--
2,SIHIL-9--
13,SIHIL-98--
1,SILOZUCHIL-1001--
14,SINAN-101-A
1,SINAN-118--
14,SINAN-13--
13,SINAN-14--
13,SINAN-15--
14,SINAN-151-A
13,SINAN-156--
13,SINAN-1S-
13,SINAN-257--
14,SINAN-28--
14,SINAN-55--
14,SINAN-57--
14,SINAN-59--
14,SINI-1--
14,SINI-11--
14,SINI-2--
14,SINI-3--
14,SINI-4--
13,SINI-5--
14,SINI-6--
4,SITIO GRANDE-1001--
4,SITIO GRANDE-1011--
8,SITIO GRANDE-110--
1,SITIO GRANDE-80--
13,SITIO GRANDE-81--
14,SITIO GRANDE-90--
14,SOCAVON-1--
14,SOCAVON-2--
14,SOCAVON-3--
14,SOLEDAD NORTE-1--
14,SOLEDAD NORTE-101--
14,SOLEDAD NORTE-103--
5,SOLEDAD NORTE-104--
14,SOLEDAD NORTE-108--
13,SOLEDAD NORTE-11--
14,SOLEDAD NORTE-113--
14,SOLEDAD NORTE-116--
14,SOLEDAD NORTE-118--
13,SOLEDAD NORTE-12--
7,SOLEDAD NORTE-121--
14,SOLEDAD NORTE-122--
5,SOLEDAD NORTE-123--
10,SOLEDAD NORTE-124--
14,SOLEDAD NORTE-125--
13,SOLEDAD NORTE-126--
14,SOLEDAD NORTE-127--
12,SOLEDAD NORTE-128--
13,SOLEDAD NORTE-129--
13,SOLEDAD NORTE-132--
13,SOLEDAD NORTE-134--
6,SOLEDAD NORTE-138--
1,SOLEDAD NORTE-14--
14,SOLEDAD NORTE-141--
14,SOLEDAD NORTE-142--
3,SOLEDAD NORTE-143--
14,SOLEDAD NORTE-145--
14,SOLEDAD NORTE-147--
12,SOLEDAD NORTE-149--
14,SOLEDAD NORTE-15--
1,SOLEDAD NORTE-151--
14,SOLEDAD NORTE-152--
8,SOLEDAD NORTE-156--
7,SOLEDAD NORTE-158--
1,SOLEDAD NORTE-16--
14,SOLEDAD NORTE-161--
9,SOLEDAD NORTE-162--
14,SOLEDAD NORTE-163--
6,SOLEDAD NORTE-164--
13,SOLEDAD NORTE-165--
14,SOLEDAD NORTE-166--
4,SOLEDAD NORTE-168--
1,SOLEDAD NORTE-17--
14,SOLEDAD NORTE-171--
14,SOLEDAD NORTE-172--
14,SOLEDAD NORTE-174--
14,SOLEDAD NORTE-176--
14,SOLEDAD NORTE-178--
13,SOLEDAD NORTE-18--
14,SOLEDAD NORTE-181--
14,SOLEDAD NORTE-182--
13,SOLEDAD NORTE-183--
1,SOLEDAD NORTE-184--
14,SOLEDAD NORTE-186--
13,SOLEDAD NORTE-187--
14,SOLEDAD NORTE-188--
13,SOLEDAD NORTE-189--
14,SOLEDAD NORTE-19--
14,SOLEDAD NORTE-190--
14,SOLEDAD NORTE-194--
14,SOLEDAD NORTE-195--
13,SOLEDAD NORTE-196--
14,SOLEDAD NORTE-2--
14,SOLEDAD NORTE-201--
14,SOLEDAD NORTE-202--
14,SOLEDAD NORTE-203--
13,SOLEDAD NORTE-205--
14,SOLEDAD NORTE-206--
14,SOLEDAD NORTE-207--
1,SOLEDAD NORTE-208--
14,SOLEDAD NORTE-209--
13,SOLEDAD NORTE-211--
13,SOLEDAD NORTE-212--
14,SOLEDAD NORTE-217--
9,SOLEDAD NORTE-219--
12,SOLEDAD NORTE-221--
3,SOLEDAD NORTE-222--
14,SOLEDAD NORTE-223--
12,SOLEDAD NORTE-224--
3,SOLEDAD NORTE-225--
1,SOLEDAD NORTE-227--
14,SOLEDAD NORTE-228--
14,SOLEDAD NORTE-23--
14,SOLEDAD NORTE-231--
14,SOLEDAD NORTE-232--
14,SOLEDAD NORTE-233--
4,SOLEDAD NORTE-24--
14,SOLEDAD NORTE-241--
14,SOLEDAD NORTE-242--
14,SOLEDAD NORTE-243--
14,SOLEDAD NORTE-245--
14,SOLEDAD NORTE-247--
14,SOLEDAD NORTE-248--
14,SOLEDAD NORTE-251--
5,SOLEDAD NORTE-252--
14,SOLEDAD NORTE-261--
14,SOLEDAD NORTE-262--
13,SOLEDAD NORTE-263--
14,SOLEDAD NORTE-264--
14,SOLEDAD NORTE-265--
14,SOLEDAD NORTE-266--
14,SOLEDAD NORTE-267--
14,SOLEDAD NORTE-271--
14,SOLEDAD NORTE-2710--
14,SOLEDAD NORTE-272--
13,SOLEDAD NORTE-275--
